Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,PlatformGenre
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,2008,Marvelous Interactive,"",0.0,0.01,0.0,PS2::Adventure
Katekyoo Hitman Reborn! Battle Arena,2008,Marvelous Interactive,"",0.0,0.04,0.0,PSP::Fighting
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,2009,Marvelous Interactive,"",0.0,0.04,0.0,PSP::Fighting
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,2010,Marvelous Interactive,"",0.0,0.06,0.0,DS::Role-Playing
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,2009,Takara Tomy,"",0.0,0.06,0.0,DS::Fighting
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,2010,Takara Tomy,"",0.0,0.06,0.0,DS::Action
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,2008,Takara Tomy,"",0.0,0.07,0.0,DS::Role-Playing
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009,Marvelous Interactive,"",0.0,0.03,0.0,DS::Role-Playing
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,2007,Takara Tomy,"",0.0,0.08,0.0,DS::Fighting
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,2007,Takara Tomy,"",0.0,0.06,0.0,DS::Fighting
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,2007,Takara Tomy,"",0.0,0.05,0.0,DS::Action
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,2007,Takara Tomy,"",0.0,0.05,0.0,DS::Action
Katekyoo Hitman Reborn! Dream Hyper Battle!,2007,Marvelous Interactive,"",0.0,0.02,0.0,PS2::Fighting
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,2008,Marvelous Interactive,"",0.0,0.02,0.0,Wii::Fighting
Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Marvelous Interactive,"",0.0,0.02,0.0,PS2::Action
Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Marvelous Interactive,"",0.0,0.01,0.0,Wii::Action
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010,Marvelous Interactive,"",0.0,0.03,0.0,PSP::Fighting
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,2007,Marvelous Interactive,"",0.0,0.02,0.0,PS2::Action
Kawa no Nushi Tsuri,1998,Victor Interactive,"",0.0,0.15,0.01,PS::Sports
Kawaii Koinu DS 3,2010,MTO,"",0.0,0.02,0.0,DS::Simulation
Kawaii Koinu DS 3,2010,MTO,"",0.0,0.02,0.0,DS::Simulation
Kawaii Koinu DS 3,2010,MTO,"",0.0,0.02,0.0,DS::Simulation
Kawasaki Quad Bikes,2007,Data Design Interactive,0.07,0.01,"",0.01,Wii::Racing
Keiba Eight Special,1993,Misawa,"",0.0,0.05,0.0,SNES::Sports
Keiba Eight Special,1993,Misawa,"",0.0,0.05,0.0,SNES::Sports
Keiba Eight Special,1993,Misawa,"",0.0,0.05,0.0,SNES::Sports
Kekkaishi: Kokubourou Shuurai,2008,Namco Bandai Games,"",0.0,0.03,0.0,DS::Action
Kekkaishi: Kokubourou no Kage,2007,Namco Bandai Games,"",0.0,0.03,0.0,Wii::Action
Kekkon Zenya,1995,Shogakukan,"",0.0,0.05,0.0,SAT::Adventure
Kekkon: Marriage,1995,Shogakukan,"",0.0,0.06,0.0,SAT::Adventure
Kelly Slater's Pro Surfer,2002,Activision,0.05,0.01,"",0.0,GC::Sports
Kelly Slater's Pro Surfer,2002,Activision,0.16,0.13,"",0.04,PS2::Sports
Ken Griffey Jr.'s Slugfest,1999,Nintendo,0.23,0.06,"",0.0,N64::Sports
Ken to Mahou to Gakuen Mono. 2G,2010,Acquire,"",0.0,0.02,0.0,PS3::Role-Playing
Ken to Mahou to Gakuen Mono. 3,2010,Acquire,"",0.0,0.07,0.0,PS3::Role-Playing
Kengo: Master of Bushido,2000,Ubisoft,0.16,0.13,0.06,0.04,PS2::Fighting
Kenka Bancho Bros: Tokyo Battle Royale,2012,Spike,"",0.0,0.1,0.0,PSP::Action
Kenka Bancho Otome,2016,Screenlife,"",0.0,0.02,0.0,PSV::Action
Kenka Banchou 2: Full Throttle,2007,Spike,"",0.0,0.09,0.0,PS2::Action
Kenka Banchou 5: Otoko no Housoku,2011,Spike,"",0.0,0.14,0.0,PSP::Action
Kensei: Sacred Fist,1997,Konami Digital Entertainment,0.01,0.01,"",0.0,PS::Fighting
Kenshuui Tendo Dokuta,2004,Spike,"",0.0,0.08,0.0,DS::Simulation
Kenyuu Densetsu Yaiba,1994,Banpresto,"",0.0,0.07,0.0,SNES::Action
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,2007,Namco Bandai Games,"",0.0,0.05,0.0,DS::Action
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,2010,Namco Bandai Games,"",0.0,0.07,0.0,DS::Role-Playing
Keshisasu-Kun: Battle Kas-tival,2010,Konami Digital Entertainment,"",0.0,0.03,0.0,DS::Action
Kessen,2000,Electronic Arts,0.27,0.21,0.41,0.07,PS2::Strategy
Kessen II,2001,THQ,0.13,0.1,0.2,0.03,PS2::Strategy
Kessen III,2004,Tecmo Koei,0.04,0.03,"",0.01,PS2::Strategy
Ketsui Death Label,2008,Arika,"",0.0,0.02,0.0,DS::Shooter
Kevin Van Dam: Big Bass Challenge,2010,Zoo Games,0.04,0.0,"",0.0,Wii::Sports
Keystone Kapers,1982,Activision,0.62,0.04,"",0.01,2600::Action
Kid Adventures: Sky Captain,2010,Unknown,0.11,0.04,"",0.01,Wii::Action
Kid Fit Island Resort,2010,Avanquest,0.05,0.0,"",0.0,Wii::Sports
Kid Icarus: Uprising,2012,Nintendo,0.48,0.35,0.36,0.07,3DS::Action
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,2005,Namco Bandai Games,"",0.0,0.04,0.0,DS::Misc
Kidou Senkan Nadesico,1997,Sega,"",0.0,0.15,0.0,SAT::Strategy
Kidou Senshi Gundam 00,2008,Namco Bandai Games,"",0.0,0.08,0.0,DS::Action
Kidou Senshi Gundam F91: Formula Senki 0122,1991,Namco Bandai Games,"",0.0,0.33,0.0,SNES::Strategy
Kidou Senshi Gundam UC,2012,Namco Bandai Games,"",0.0,0.1,0.0,PS3::Action
Kidou Senshi Gundam: Extreme VS,2011,Namco Bandai Games,"",0.0,0.54,0.0,PS3::Fighting
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,2008,Namco Bandai Games,"",0.0,0.16,0.0,PSP::Strategy
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,2009,Namco Bandai Games,"",0.0,0.07,0.0,PS2::Strategy
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,2009,Namco Bandai Games,"",0.0,0.07,0.0,PSP::Strategy
Kidou Senshi Gundam: Senjou no Kizuna Portable,2009,Namco Bandai Games,"",0.0,0.18,0.0,PSP::Strategy
Kidou Senshi Gundam: Senjou no Kizuna Portable,2009,Namco Bandai Games,"",0.0,0.18,0.0,PSP::Strategy
Kids Learn Math: A+ Edition,2011,Unknown,0.14,0.0,"",0.01,DS::Misc
Kids Learn Music A+ Edition,2011,Unknown,0.05,0.0,"",0.0,DS::Misc
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,2008,Benesse,"",0.0,0.01,0.0,DS::Misc
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,2008,Benesse,"",0.0,0.01,0.0,DS::Misc
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,2008,Benesse,"",0.0,0.01,0.0,DS::Misc
Kikou Heidan J-Phoenix,2001,Takara,"",0.0,0.06,0.0,PS2::Action
Kikou Heidan J-Phoenix 2,2003,Takara,"",0.0,0.04,0.0,PS2::Action
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,2002,Takara,"",0.0,0.02,0.0,PS2::Action
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,2007,Benesse,"",0.0,0.1,0.0,DS::Misc
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,2007,Benesse,"",0.0,0.1,0.0,DS::Misc
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,2007,Benesse,"",0.0,0.1,0.0,DS::Misc
"Kilari: Na-san, Mon Meilleur Ami",2006,Konami Digital Entertainment,"",0.0,0.12,0.0,DS::Simulation
Kill.Switch,2003,Sony Computer Entertainment,0.34,0.27,"",0.09,PS2::Shooter
Killer Instinct,1995,Nintendo,2.26,0.72,0.12,0.1,SNES::Fighting
Killer Instinct (2013),2013,Microsoft Game Studios,0.03,0.03,"",0.01,XOne::Fighting
Killer Instinct Gold,1996,Nintendo,0.61,0.19,"",0.01,N64::Fighting
Killer Instinct Gold,1996,Nintendo,0.61,0.19,"",0.01,N64::Fighting
Killer Instinct Gold,1996,Nintendo,0.61,0.19,"",0.01,N64::Fighting
Killer Loop,1999,Crave Entertainment,0.03,0.02,"",0.0,PS::Racing
Killer is Dead,2013,Deep Silver,0.12,0.04,0.05,0.02,PS3::Action
Killer7,2005,Capcom,0.12,0.03,"",0.0,GC::Action
Killer7,2005,Capcom,0.12,0.03,"",0.0,GC::Action
Killer7,2005,Capcom,0.12,0.03,"",0.0,GC::Action
Killing Zone,1996,Acclaim Entertainment,0.03,0.02,"",0.0,PS::Fighting
Killzone,2004,Sony Computer Entertainment,0.79,0.03,"",0.13,PS2::Shooter
Killzone 3,2011,Sony Computer Entertainment,1.45,0.88,0.09,0.38,PS3::Shooter
Killzone: Shadow Fall,2013,Sony Computer Entertainment,0.89,1.33,0.07,0.28,PS4::Shooter
Kimi ni Todoke: Tsutaeru Kimochi,2011,Banpresto,"",0.0,0.05,0.0,DS::Adventure
KimiKiss (ebKore+),2008,Enterbrain,"",0.0,0.06,0.0,PS2::Adventure
KimiKiss (ebKore+),2008,Enterbrain,"",0.0,0.06,0.0,PS2::Adventure
Kinect Rush: A Disney Pixar Adventure,2012,Microsoft Game Studios,0.38,0.16,"",0.05,X360::Adventure
Kinect Sports Rivals,2014,Microsoft Game Studios,0.3,0.22,0.02,0.04,XOne::Sports
Kinect Star Wars,2012,Microsoft Game Studios,1.05,0.57,0.03,0.14,X360::Action
Kinectimals,2010,Microsoft Game Studios,1.02,0.48,"",0.14,X360::Simulation
Kinectimals: Now with Bears!,2011,Microsoft Game Studios,0.27,0.06,"",0.03,X360::Misc
Kinetica,2001,Sony Computer Entertainment,0.16,0.12,"",0.04,PS2::Racing
King Arthur,2004,Konami Digital Entertainment,0.03,0.01,"",0.0,GC::Action
King Arthur,2004,Konami Digital Entertainment,0.07,0.05,"",0.02,PS2::Action
King Arthur,2004,Konami Digital Entertainment,0.04,0.01,"",0.0,XB::Action
King Arthur II,2011,Paradox Interactive,"",0.02,"",0.0,PC::Strategy
King of Clubs: Mini Golf,2008,Oxygen Interactive,0.09,0.0,"",0.01,Wii::Sports
King of Clubs: Mini Golf,2008,Oxygen Interactive,0.09,0.0,"",0.01,Wii::Sports
King's Bounty: Armored Princess,2009,1C Company,"",0.01,"",0.0,PC::Role-Playing
King's Bounty: Armored Princess,2009,1C Company,"",0.01,"",0.0,PC::Role-Playing
King's Bounty: Armored Princess,2009,1C Company,"",0.01,"",0.0,PC::Role-Playing
King's Field (Japan),1994,From Software,"",0.0,0.08,0.01,PS::Role-Playing
King's Field II,1996,From Software,0.08,0.06,0.11,0.02,PS::Role-Playing
King's Field II,1996,From Software,0.08,0.06,0.11,0.02,PS::Role-Playing
King's Field: The Ancient City,2001,Metro 3D,0.05,0.04,"",0.01,PS2::Role-Playing
Kingdom Hearts,2013,Square Enix,0.9,0.37,0.25,0.24,PS3::Role-Playing
Kingdom Hearts 358/2 Days,2009,Square Enix,1.11,0.27,0.53,0.14,DS::Role-Playing
Kingdom Hearts II,2005,Square Enix,2.2,0.58,1.38,0.17,PS2::Role-Playing
Kingdom Hearts Re: Chain of Memories,2008,Square Enix,0.73,0.03,"",0.12,PS2::Role-Playing
Kingdom Hearts: Birth by Sleep - Final Mix,2011,Square Enix,"",0.0,0.16,0.0,PSP::Role-Playing
Kingdom Hearts: Chain of Memories,2004,Square Enix,1.26,0.18,0.35,0.06,GBA::Role-Playing
Kingdom Under Fire: Circle of Doom,2007,Microsoft Game Studios,0.18,0.12,0.04,0.04,X360::Role-Playing
Kingdom Under Fire: Heroes,2005,Deep Silver,0.11,0.03,"",0.01,XB::Strategy
Kingdom Under Fire: The Crusaders,2004,Deep Silver,0.24,0.07,"",0.01,XB::Strategy
Kingdom of Paradise,2005,Sony Computer Entertainment,0.14,0.0,"",0.01,PSP::Role-Playing
Kingdom: Ikkitousen no Ken,2010,Konami Digital Entertainment,"",0.0,0.02,0.0,PSP::Action
Kingdoms of Amalur: Reckoning,2012,Electronic Arts,0.14,0.13,"",0.04,PC::Role-Playing
Kingdoms of Amalur: Reckoning,2012,Electronic Arts,0.14,0.13,"",0.04,PC::Role-Playing
Kingdoms of Amalur: Reckoning,2012,Electronic Arts,0.37,0.3,0.09,0.11,PS3::Role-Playing
Kiniro no Corda 2,2007,Tecmo Koei,"",0.0,0.06,0.0,PS2::Role-Playing
Kiniro no Corda 2 Encore,2007,Tecmo Koei,"",0.0,0.05,0.0,PS2::Role-Playing
Kiniro no Corda 2 f Encore,2009,Tecmo Koei,"",0.0,0.03,0.0,PSP::Role-Playing
Kiniro no Corda 3,2015,Tecmo Koei,"",0.0,0.01,0.0,3DS::Adventure
Kiniro no Corda 3,2010,Tecmo Koei,"",0.0,0.03,0.0,PS2::Adventure
Kinnikuman Muscle Grand Prix Max 2: Tokumori,2008,Namco Bandai Games,"",0.0,0.07,0.0,PS2::Fighting
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009,Creative Core,"",0.0,0.03,0.0,DS::Adventure
Kirarin * Revolution: Kira Kira Idol Audition,2006,Konami Digital Entertainment,"",0.0,0.11,0.0,DS::Simulation
Kirarin * Revolution: Kira Kira Idol Audition,2006,Konami Digital Entertainment,"",0.0,0.11,0.0,DS::Simulation
Kirarin * Revolution: Kira Kira Idol Audition,2006,Konami Digital Entertainment,"",0.0,0.11,0.0,DS::Simulation
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008,Konami Digital Entertainment,"",0.0,0.06,0.0,DS::Simulation
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007,Konami Digital Entertainment,"",0.0,0.1,0.0,DS::Simulation
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007,Konami Digital Entertainment,"",0.0,0.1,0.0,DS::Simulation
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007,Konami Digital Entertainment,"",0.0,0.1,0.0,DS::Simulation
Kirby Air Ride,2003,Nintendo,1.01,0.11,0.45,0.04,GC::Racing
Kirby Squeak Squad,2006,Nintendo,0.79,0.03,1.05,0.08,DS::Platform
Kirby Squeak Squad,2006,Nintendo,0.79,0.03,1.05,0.08,DS::Platform
Kirby Tilt 'n' Tumble,2000,Nintendo,0.29,0.17,0.75,0.02,GB::Puzzle
Kirby and the Rainbow Curse,2015,Nintendo,0.23,0.14,0.12,0.04,WiiU::Platform
Kirby and the Rainbow Curse,2015,Nintendo,0.23,0.14,0.12,0.04,WiiU::Platform
Kirby's Adventure,1993,Nintendo,0.79,0.14,0.8,0.02,NES::Platform
Kirby's Dream Course,1994,Nintendo,"",0.0,0.59,0.0,SNES::Sports
Kirby's Dream Land,1992,Nintendo,2.71,0.61,1.7,0.11,GB::Platform
Kirby's Dream Land 2,1995,Nintendo,0.69,0.14,1.48,0.05,GB::Platform
Kirby's Dream Land 3,1997,Nintendo,"",0.0,0.36,0.0,SNES::Platform
Kirby's Epic Yarn,2010,Nintendo,1.47,0.09,0.45,0.11,Wii::Platform
Kirby's Epic Yarn,2010,Nintendo,1.47,0.09,0.45,0.11,Wii::Platform
Kirby's Epic Yarn,2010,Nintendo,1.47,0.09,0.45,0.11,Wii::Platform
Kirby's Return to Dreamland,2011,Nintendo,0.62,0.21,0.79,0.08,Wii::Platform
Kirby's Star Stacker,1997,Nintendo,"",0.0,0.22,0.0,GB::Puzzle
Kirby: Canvas Curse,2005,Nintendo,0.37,0.0,0.32,0.04,DS::Platform
Kirby: Mass Attack,2011,Nintendo,0.52,0.06,0.41,0.05,DS::Platform
Kirby: Nightmare in Dream Land,2002,Nintendo,1.22,0.1,0.91,0.04,GBA::Platform
Kirby: Planet Robobot,2016,Nintendo,0.26,0.1,0.44,0.04,3DS::Action
Kirby: Planet Robobot,2016,Nintendo,0.26,0.1,0.44,0.04,3DS::Action
Kiss Bell,2014,Giga,"",0.0,0.02,0.0,PSV::Adventure
Kisuato,2015,TGL,"",0.0,0.03,0.0,PSV::Adventure
Klax,1989,Atari,0.14,0.01,"",0.0,2600::Puzzle
Klonoa,2008,Namco Bandai Games,0.11,0.02,0.03,0.01,Wii::Platform
Klonoa 2: Dream Champ Tournament,2002,Namco Bandai Games,0.02,0.01,"",0.0,GBA::Platform
Klonoa 2: Lunatea's Veil,2001,Sony Computer Entertainment,0.12,0.1,0.08,0.03,PS2::Platform
Klonoa Beach Volleyball,2002,Namco Bandai Games,0.03,0.02,"",0.0,PS::Sports
Klonoa Heroes: Densetsu no Star Medal,2002,Namco Bandai Games,"",0.0,0.04,0.0,GBA::Role-Playing
Klonoa: Empire of Dreams,2001,Infogrames,0.1,0.04,"",0.0,GBA::Platform
Knife Edge: NoseGunner,1998,Mitsui,0.06,0.02,"",0.0,N64::Shooter
Knife Edge: NoseGunner,1998,Mitsui,0.06,0.02,"",0.0,N64::Shooter
Knight's Apprentice: Memorick's Adventures,2004,Microids,0.02,0.0,"",0.0,XB::Action
Knights Contract,2011,Namco Bandai Games,0.04,0.03,"",0.01,PS3::Action
Knights Contract,2011,Namco Bandai Games,0.05,0.03,"",0.01,X360::Action
Knights in the Nightmare,2010,Atlus,0.06,0.0,0.02,0.01,PSP::Role-Playing
Knights in the Nightmare: DHE Series Special Pack,2008,Sting,"",0.0,0.01,0.0,DS::Role-Playing
Knockout Kings,1997,Electronic Arts,1.07,0.39,"",0.06,PS::Fighting
Knockout Kings 2000,1999,Electronic Arts,0.63,0.27,"",0.02,N64::Fighting
Knockout Kings 2001,2001,Electronic Arts,0.28,0.21,"",0.07,PS2::Fighting
Knockout Kings 2002,2002,Electronic Arts,0.45,0.35,"",0.12,PS2::Sports
Knockout Kings 2002,2002,Electronic Arts,0.2,0.06,"",0.01,XB::Sports
Knockout Kings 2003,2002,Electronic Arts,0.12,0.03,"",0.0,GC::Sports
Know How 2,2010,7G//AMES,"",0.01,"",0.0,DS::Puzzle
Kobe Bryant in NBA Courtside,1998,Nintendo,1.02,0.13,0.04,0.01,N64::Sports
Kobitodzukan: Kobito Kansatsu Set,2012,Nippon Columbia,"",0.0,0.28,0.0,3DS::Misc
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,2010,Namco Bandai Games,"",0.0,0.02,0.0,DS::Misc
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,2012,Broccoli,"",0.0,0.01,0.0,PSP::Action
Koihime Enbu,2016,Yeti,"",0.0,0.02,0.0,PS4::Fighting
Koihime Musou,2008,Yeti,"",0.0,0.05,0.0,PS2::Adventure
Koisuru Otome to Shugo no Tate Portable,2010,Alchemist,"",0.0,0.02,0.0,PSP::Adventure
Kokoro Connect: Yochi Random,2012,Namco Bandai Games,"",0.0,0.02,0.0,PSP::Action
Kokoro no Kokoron,2011,Namco Bandai Games,"",0.0,0.03,0.0,DS::Misc
Konami Arcade Classics,1999,Konami Digital Entertainment,0.02,0.01,"",0.0,PS::Misc
Konami Classics Series: Arcade Hits,2007,Konami Digital Entertainment,0.01,0.0,0.02,0.0,DS::Misc
Konami Classics Vol. 1,2009,Konami Digital Entertainment,0.08,0.0,"",0.01,X360::Misc
Konami Collector's Series: Arcade Advanced,2002,Konami Digital Entertainment,0.46,0.17,"",0.01,GBA::Misc
Konami Krazy Racers,2001,Konami Digital Entertainment,0.09,0.03,0.04,0.0,GBA::Racing
Konami Krazy Racers,2001,Konami Digital Entertainment,0.09,0.03,0.04,0.0,GBA::Racing
Kong: The 8th Wonder of the World,2005,Ubisoft,0.33,0.12,"",0.01,GBA::Action
Kong: The Animated Series,2002,BAM! Entertainment,0.01,0.0,"",0.0,GBA::Action
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,2007,Alchemist,"",0.0,0.01,0.0,PS2::Adventure
Konohana 2: Todoke Kanai Requiem,2002,Success,"",0.0,0.03,0.0,PS2::Adventure
Konpeki no Kantai,1995,Angel Studios,"",0.0,0.03,0.0,SNES::Strategy
Kororinpa: Marble Mania,2006,Nintendo,0.08,0.02,0.03,0.01,Wii::Puzzle
Kotoba no Puzzle: Mojipittan DS,2007,Namco Bandai Games,"",0.0,0.37,0.0,DS::Puzzle
Kotoba no Puzzle: Mojipittan Daijiten,2004,Namco Bandai Games,"",0.0,0.11,0.0,PSP::Puzzle
Kouchuu Ouja Mushi King,2005,Sega,"",0.0,0.7,0.02,GBA::Action
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005,Sega,"",0.0,0.19,0.0,DS::Action
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,2006,Sega,"",0.0,0.13,0.0,DS::Action
Koudelka,1999,Atari,0.05,0.03,"",0.01,PS::Role-Playing
Kousoku Card Battle: Card Hero,2007,Nintendo,"",0.0,0.11,0.0,DS::Strategy
Kowloon's Gate,1997,Sony Computer Entertainment,"",0.0,0.14,0.01,PS::Adventure
Krazy Ivan,1995,Psygnosis,0.04,0.03,"",0.0,PS::Simulation
Krull,1982,Atari,0.13,0.01,"",0.0,2600::Action
Kumamon Bomber: Puzzle de Kumamon Taisou,2005,Sega,0.32,0.08,"",0.01,GC::Puzzle
Kung Fu,1985,Nintendo,1.64,0.38,1.42,0.06,NES::Action
Kung Fu,1985,Nintendo,1.64,0.38,1.42,0.06,NES::Action
Kung Fu Panda,2008,Activision,0.56,0.57,"",0.14,DS::Action
Kung Fu Panda,2008,Activision,0.24,0.0,"",0.41,PS2::Action
Kung Fu Panda,2008,Activision,0.24,0.0,"",0.41,PS2::Action
Kung Fu Panda,2008,Activision,0.24,0.0,"",0.41,PS2::Action
Kung Fu Panda,2008,Activision,0.21,0.21,"",0.09,PS3::Action
Kung Fu Panda,2008,Activision,0.21,0.21,"",0.09,PS3::Action
Kung Fu Panda,2008,Activision,0.21,0.21,"",0.09,PS3::Action
Kung Fu Panda,2008,Activision,0.5,0.32,"",0.09,Wii::Action
Kung Fu Panda,2008,Activision,1.91,0.84,"",0.29,X360::Action
Kung Fu Panda 2,2011,THQ,0.08,0.05,"",0.01,Wii::Action
Kung Fu Panda 2,2011,THQ,0.16,0.07,"",0.02,X360::Action
Kung Fu Panda: Legendary Warriors,2008,Activision,0.02,0.0,"",0.0,DS::Action
Kung Fu Panda: Legendary Warriors,2008,Activision,0.02,0.0,"",0.0,DS::Action
Kung Fu Panda: Showdown of Legendary Legends,2015,Little Orbit,"",0.02,"",0.0,3DS::Action
Kung Fu Panda: Showdown of Legendary Legends,2015,Little Orbit,"",0.02,"",0.0,PS3::Action
Kung Fu Panda: Showdown of Legendary Legends,2015,Little Orbit,"",0.03,"",0.0,X360::Action
Kung Fu Rider,2010,Sony Computer Entertainment,0.06,0.1,0.01,0.04,PS3::Action
Kung Fu Rider,2010,Sony Computer Entertainment,0.06,0.1,0.01,0.04,PS3::Action
Kung Zhu,2010,Activision,0.26,0.0,"",0.02,DS::Action
Kung-Fu: High Impact,2011,Black Bean Games,0.08,0.06,"",0.01,X360::Action
Kuon,2004,Indie Games,0.01,0.01,"",0.0,PS2::Adventure
Kurikin: Nano Island Story,2007,Nintendo,"",0.0,0.09,0.0,DS::Role-Playing
Kurogane Kaikitan,2015,Minato Station,"",0.0,0.01,0.0,PSV::Adventure
Kurohyou 2: Ryu ga Gotoku Ashura Hen,2012,Sega,"",0.0,0.2,0.0,PSP::Action
Kurohyou: Ryu ga Gotoku Shinshou,2010,Sega,"",0.0,0.29,0.0,PSP::Adventure
Kuroko's Basketball: Miracle Game,2014,Namco Bandai Games,"",0.0,0.1,0.0,3DS::Sports
Kuroko's Basketball: Miracle Game,2014,Namco Bandai Games,"",0.0,0.1,0.0,3DS::Sports
Kuroko's Basketball: Miracle Game,2012,Namco Bandai Games,"",0.0,0.11,0.0,PSP::Sports
Kuroko's Basketball: Ties to Future,2015,Namco Bandai Games,"",0.0,0.08,0.0,3DS::Action
Kuroshitsuji: Phantom & Ghost,2009,Square Enix,"",0.0,0.04,0.0,DS::Action
KuruKuru Kururin,2001,Nintendo,"",0.0,0.3,0.01,GBA::Puzzle
KuruKuru Kururin,2001,Nintendo,"",0.0,0.3,0.01,GBA::Puzzle
KuruKuru Kururin,2001,Nintendo,"",0.0,0.3,0.01,GBA::Puzzle
Kururin Paradise,2002,Unknown,"",0.0,0.06,0.0,GBA::Puzzle
Kurushi Final: Mental Blocks,1998,Sony Computer Entertainment,"",0.0,0.32,0.02,PS::Puzzle
Kuukan * Zukei: Hirameki Training - KuuTore,2008,Benesse,"",0.0,0.06,0.0,DS::Misc
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,ChunSoft,"",0.0,0.03,0.0,3DS::Adventure
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,ChunSoft,"",0.0,0.03,0.0,PSV::Adventure
L'Aigle de Guerre,2001,Nintendo,"",0.0,0.1,0.0,GBA::Strategy
L.A. Noire,2011,Take-Two Interactive,1.27,1.33,0.12,0.51,PS3::Adventure
L.A. Noire: The Complete Edition,2011,Take-Two Interactive,0.08,0.13,"",0.04,PC::Adventure
L.A. Rush,2005,Midway Games,0.23,0.18,"",0.06,PS2::Racing
L.A. Rush,2005,Midway Games,0.11,0.03,"",0.01,XB::Racing
L.G.S: Shinsetsu Houshinengi,2012,Idea Factory,"",0.0,0.02,0.0,PSP::Action
L: the proLogue to DEATH NOTE - Rasen no Wana,2008,Konami Digital Entertainment,"",0.0,0.09,0.0,DS::Adventure
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.43,0.27,"",0.06,DS::Action
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.5,0.53,"",0.2,PS3::Action
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.17,0.13,"",0.06,PSV::Action
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.94,0.4,"",0.11,Wii::Action
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.9,0.64,"",0.15,X360::Action
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.9,0.64,"",0.15,X360::Action
LEGO Batman 2: DC Super Heroes,2012,Warner Bros. Interactive Entertainment,0.9,0.64,"",0.15,X360::Action
LEGO Batman: The Videogame,2008,Warner Bros. Interactive Entertainment,1.79,1.06,"",0.29,DS::Action
LEGO Batman: The Videogame,2008,Warner Bros. Interactive Entertainment,0.02,0.03,"",0.01,PC::Action
LEGO Batman: The Videogame,2008,Warner Bros. Interactive Entertainment,0.72,0.42,"",0.19,PS3::Action
